step,p_values,n_values,R_values
0,3700.0,91550.0,338735000.0
1,3700.0,82637.56218940046,305758980.1007817
2,3700.0,74616.36815986087,276080562.1914852
3,3700.0,67397.29353327524,249369986.0731184
4,3700.0,60900.12636934817,225330467.56658822
5,3700.0,55052.6759218138,203694900.91071108
6,3700.0,49789.970519032875,184222890.92042163
7,3700.0,45053.53565653004,166698081.92916113
8,3700.0,40790.74428027749,150925753.83702672
9,3700.0,36954.23204165019,136730658.5541057
10,3700.0,33501.37102688562,123955072.7994768
11,3700.0,30393.796113597513,112457045.6203108
12,3700.0,27596.978691638215,102108821.15906139
13,3700.0,25079.843011874844,92795419.14393692
14,3700.0,22814.42090008781,84413357.3303249
15,3700.0,20775.540999479483,76869501.69807409
16,3700.0,18940.549088931988,70080031.62904836
17,3700.0,17289.05636943924,63969508.56692519
18,3700.0,15802.712921895769,58470037.81101435
19,3700.0,14465.003819106645,53520514.13069459
20,3700.0,13261.065626596434,49065942.818406805
21,3700.0,12177.521253337243,45056828.6373478
22,3700.0,11202.33131740397,41448625.87439469
23,3700.0,10324.660375064026,38201243.387736894
24,3700.0,9534.756526958075,35278599.149744876
25,3700.0,8823.84306366272,32648219.335552063
26,3700.0,8184.0209466969,30280877.50277853
27,3700.0,7608.181041427662,28150269.85328235
28,3700.0,7089.925126685348,26232722.968735788
29,3700.0,6623.494803417266,24506930.772643883
30,3700.0,6203.707512475991,22953717.796161167
31,3700.0,5825.898950628844,21555826.117326725
32,3700.0,5485.871244966413,20297723.606375728
33,3700.0,5179.846309870223,19165431.346519824
34,3700.0,4904.423868283653,18146368.312649515
35,3700.0,4656.54367085574,17229211.58216624
36,3700.0,4433.451493170618,16403770.524731286
37,3700.0,4232.668533254008,15660873.57303983
38,3700.0,4051.9638693290594,14992266.31651752
39,3700.0,3889.329671796606,14390519.785647443
40,3700.0,3742.9588940173976,13848947.907864371
41,3700.0,3611.22519401611,13361533.217859607
42,3700.0,3492.664864014951,12922859.996855319
43,3700.0,3385.960567013908,12528054.09795146
44,3700.0,3289.9266997129694,12172728.788937986
45,3700.0,3203.4962191421246,11852936.010825861
46,3700.0,3125.708786628364,11565122.510524947
47,3700.0,3055.7000973659797,11306090.360254126
48,3700.0,2992.692277029834,11072961.425010385
49,3700.0,2935.9852387273027,10863145.38329102
50,3700.0,2884.9489042550244,10674310.94574359
51,3700.0,2839.016203229974,10504359.951950904
52,3700.0,2797.676772307429,10351404.057537487
53,3700.0,2760.4712844771384,10213743.752565412
54,3700.0,2726.9863454298766,10089849.478090543
55,3700.0,2696.849900287341,9978344.631063161
56,3700.0,2669.727099659059,9877990.26873852
57,3700.0,2645.3165790936055,9787671.34264634
58,3700.0,2623.347110584697,9706384.309163379
59,3700.0,2603.5745889266796,9633225.979028715
60,3700.0,2585.779319434464,9567383.481907517
61,3700.0,2569.7635768914697,9508125.234498437
62,3700.0,2555.349408602775,9454792.811830267
63,3700.0,2542.3766571429496,9406793.631428914
64,3700.0,2530.7011808291068,9363594.369067695
65,3700.0,2520.1932521466483,9324715.032942599
66,3700.0,2510.736116332436,9289723.630430013
67,3700.0,2502.2246940996442,9258231.368168684
68,3700.0,2494.5644140901322,9229888.332133489
69,3700.0,2487.670162081571,9204379.599701812
70,3700.0,2481.465335273866,9181421.740513304
71,3700.0,2475.8809911469316,9160759.667243646
72,3700.0,2470.8550814326904,9142163.801300954
73,3700.0,2466.3317626898734,9125427.521952532
74,3700.0,2462.260775821338,9110364.87053895
75,3700.0,2458.5968876396564,9096808.484266728
76,3700.0,2455.299388276143,9084607.736621728
77,3700.0,2452.3316388489807,9073627.063741228
78,3700.0,2449.6606643645346,9063744.458148777
79,3700.0,2447.2567873285334,9054850.113115573
80,3700.0,2445.093297996132,9046845.20258569
81,3700.0,2443.146157596971,9039640.783108793
82,3700.0,2441.393731237726,9033156.805579586
83,3700.0,2439.8165475144056,9027321.2258033
84,3700.0,2438.397082163417,9022069.204004643
85,3700.0,2437.1195633475277,9017342.384385852
86,3700.0,2435.969796413227,9013088.24672894
87,3700.0,2434.935006172356,9009259.522837719
88,3700.0,2434.003694955573,9005813.671335619
89,3700.0,2433.1655148604677,9002712.404983731
90,3700.0,2432.4111527748732,8999921.265267031
91,3700.0,2431.7322268978382,8997409.239522
92,3700.0,2431.1211936085065,8995148.416351475
93,3700.0,2430.571263648108,8993113.675498
94,3700.0,2430.0763266837494,8991282.408729872
95,3700.0,2429.6308834158267,8989634.268638559
96,3700.0,2429.2299844746963,8988150.942556376
97,3700.0,2428.869175427679,8986815.949082412
98,3700.0,2428.5444472853633,8985614.454955844
99,3700.0,2428.252191957279,8984533.110241933
100,3700.0,2427.9891621620036,8983559.899999414
