step,p_values,n_values,R_values
0,3700.0,91550.0,338735000.0
1,3700.0,82525.86459687355,305345699.00843215
2,3700.0,74404.14273405974,275295328.11602104
3,3700.0,67094.59305752732,248249994.3128511
4,3700.0,60515.998348648136,223909193.8899981
5,3700.0,54595.263110656866,202002473.5094304
6,3700.0,49266.60139646473,182286425.1669195
7,3700.0,44470.8058536918,164541981.65865967
8,3700.0,40154.58986519617,148571982.50122583
9,3700.0,36269.995475550095,134198983.25953536
10,3700.0,32773.86052486863,121263283.94201393
11,3700.0,29627.33906925531,109621154.55624466
12,3700.0,26795.469759203326,99143238.1090523
13,3700.0,24246.78738015654,89713113.3065792
14,3700.0,21952.973239014435,81226000.98435341
15,3700.0,19888.54051198654,73587599.8943502
16,3700.0,18030.551057661432,66713038.9133473
17,3700.0,16358.360548768836,60525934.0304447
18,3700.0,14853.389090765499,54957539.63583235
19,3700.0,13498.914778562495,49945984.680681236
20,3700.0,12279.887897579792,45435585.22104523
21,3700.0,11182.76370469536,41376225.70737284
22,3700.0,10195.35193109937,37722802.14506767
23,3700.0,9306.68133486298,34434720.93899303
24,3700.0,8506.877798250229,31475447.853525847
25,3700.0,7787.054615298753,28812102.076605383
26,3700.0,7139.213750642424,26415090.87737697
27,3700.0,6556.1569724517285,24257780.798071396
28,3700.0,6031.405872080102,22316201.72669638
29,3700.0,5559.129881745638,20568780.56245886
30,3700.0,5134.081490444621,18996101.514645096
31,3700.0,4751.537938273705,17580690.37161271
32,3700.0,4407.2487413198805,16306820.342883557
33,3700.0,4097.388464061439,15160337.317027323
34,3700.0,3818.5142145288414,14128502.593756713
35,3700.0,3567.5273899495037,13199851.342813164
36,3700.0,3341.6392478281,12364065.21696397
37,3700.0,3138.3399199188366,11611857.703699695
38,3700.0,2955.3705248004994,10934870.941761848
39,3700.0,2790.698069193996,10325582.856017785
40,3700.0,2642.492859148143,9777223.57884813
41,3700.0,2509.108170106875,9283700.229395438
42,3700.0,2389.061949969734,8839529.214888016
43,3700.0,2281.020351846307,8439775.301831337
44,3700.0,2183.782913535223,8079996.780080325
45,3700.0,2096.2692190552475,7756196.110504416
46,3700.0,2017.5068940232693,7464775.507886097
47,3700.0,1946.620801494489,7202496.965529609
48,3700.0,1882.8233182185866,6966446.27740877
49,3700.0,1825.4055832702745,6754000.6581000155
50,3700.0,1773.7296218167935,6562799.600722136
51,3700.0,1727.2212565086606,6390718.649082044
52,3700.0,1685.3637277313412,6235845.792605963
53,3700.0,1647.6919518317536,6096460.2217774885
54,3700.0,1613.7873535221247,5971013.208031861
55,3700.0,1583.2732150434588,5858110.895660797
56,3700.0,1555.8104904126594,5756498.81452684
57,3700.0,1531.09403824494,5665047.941506279
58,3700.0,1508.8492312939925,5582742.1557877725
59,3700.0,1488.8289050381397,5508666.948641117
60,3700.0,1470.8106114078723,5441999.262209128
61,3700.0,1454.5941471406315,5381998.344420337
62,3700.0,1439.9993293001148,5327997.518410425
63,3700.0,1426.86399324365,5279396.775001504
64,3700.0,1415.0421907928314,5235656.105933476
65,3700.0,1404.4025685870947,5196289.50377225
66,3700.0,1394.8269086019318,5160859.561827147
67,3700.0,1386.208814615285,5128972.614076555
68,3700.0,1378.452530027303,5100274.361101021
69,3700.0,1371.4718738981194,5074445.933423041
70,3700.0,1365.189283381854,5051200.34851286
71,3700.0,1359.534951917215,5030279.322093695
72,3700.0,1354.4460535990402,5011450.398316449
73,3700.0,1349.8660451126827,4994504.366916927
74,3700.0,1345.744037474961,4979252.9386573555
75,3700.0,1342.0342306010116,4965526.653223743
76,3700.0,1338.695404414457,4953172.996333491
77,3700.0,1335.690460846558,4942054.705132265
78,3700.0,1332.9860116354487,4932048.24305116
79,3700.0,1330.5520073454504,4923042.427178167
80,3700.0,1328.361403484452,4914937.192892472
81,3700.0,1326.3898600095533,4907642.482035347
82,3700.0,1324.6154708821446,4901077.242263935
83,3700.0,1323.0185206674767,4895168.526469664
84,3700.0,1321.5812654742756,4889850.68225482
85,3700.0,1320.2877358003946,4885064.62246146
86,3700.0,1319.1235590939016,4880757.1686474355
87,3700.0,1318.075800058058,4876880.460214814
88,3700.0,1317.1328169257986,4873391.422625455
89,3700.0,1316.2841321067654,4870251.288795032
90,3700.0,1315.5203157696353,4867425.168347651
91,3700.0,1314.8328810662183,4864881.659945007
92,3700.0,1314.214189833143,4862592.50238263
93,3700.0,1313.6573677233753,4860532.260576488
94,3700.0,1313.1562278245842,4858678.042950962
95,3700.0,1312.7052019156724,4857009.247087988
96,3700.0,1312.2992785976517,4855507.3308113115
97,3700.0,1311.933947611433,4854155.606162302
98,3700.0,1311.6051497238363,4852939.0539781945
99,3700.0,1311.3092316249993,4851844.157012497
100,3700.0,1311.0429053360458,4850858.749743369
