step,p_values,n_values,R_values
0,3700.0,91550.0,338735000.0
1,3700.0,82505.28522990126,305269555.35063463
2,3700.0,74365.0419368124,275150655.1662059
3,3700.0,67038.82297303242,248043645.00021997
4,3700.0,60445.22590563044,223647335.8508326
5,3700.0,54510.988544968655,201690657.61638403
6,3700.0,49170.17492037304,181929647.20538026
7,3700.0,44363.442658237,164144737.8354769
8,3700.0,40037.383622314555,148138319.40256384
9,3700.0,36143.930489984356,133732542.81294212
10,3700.0,32639.822670887177,120767343.88228256
11,3700.0,29486.125633699718,109098664.84468895
12,3700.0,26647.798300231003,98596853.71085471
13,3700.0,24093.30370010916,89145223.6904039
14,3700.0,21794.258559999504,80638756.67199816
15,3700.0,19725.117933900812,72982936.355433
16,3700.0,17862.891370411988,66092698.07052436
17,3700.0,16186.887463272047,59891483.61410657
18,3700.0,14678.4839468461,54310390.60333057
19,3700.0,13320.920782062747,49287406.893632166
20,3700.0,12099.11393375773,44766721.5549036
21,3700.0,10999.487770283215,40698104.75004789
22,3700.0,10009.82422315615,37036349.62567776
23,3700.0,9119.127030741794,33740770.01374464
24,3700.0,8317.499557568874,30774748.363004833
25,3700.0,7596.034831713244,28105328.877339
26,3700.0,6946.716578443177,25702851.340239756
27,3700.0,6362.330150500117,23540621.556850433
28,3700.0,5836.382365351364,21594614.751800045
29,3700.0,5363.029358717486,19843208.6272547
30,3700.0,4937.0116527469945,18266943.11516388
31,3700.0,4553.595717373553,16848304.15428215
32,3700.0,4208.521375537456,15571529.089488588
33,3700.0,3897.9544678849684,14422431.531174382
34,3700.0,3618.4442509977293,13388243.728691598
35,3700.0,3366.885055799214,12457474.706457091
36,3700.0,3140.4817801205504,11619782.586446036
37,3700.0,2936.718832009753,10865859.678436086
38,3700.0,2753.3321787100354,10187329.061227132
39,3700.0,2588.28419074029,9576651.505739072
40,3700.0,2439.7410015675187,9027041.70579982
41,3700.0,2306.052131312025,8532392.885854492
42,3700.0,2185.73214808208,8087208.947903696
43,3700.0,2077.44416317513,7686543.403747981
44,3700.0,1979.984976758875,7325944.414007838
45,3700.0,1892.2717089842454,7001405.323241708
46,3700.0,1813.3297679870786,6709320.141552191
47,3700.0,1742.2820210896286,6446443.478031626
48,3700.0,1678.3390488819236,6209854.480863118
49,3700.0,1620.7903738949892,5996924.383411461
50,3700.0,1568.9965664067481,5805287.295704968
51,3700.0,1522.382139667331,5632813.9167691255
52,3700.0,1480.4291556018559,5477587.875726867
53,3700.0,1442.671469942928,5337884.438788834
54,3700.0,1408.689552849893,5212151.345544605
55,3700.0,1378.1058274661616,5098991.561624798
56,3700.0,1350.5804746208032,4997147.756096972
57,3700.0,1325.8076570599808,4905488.331121929
58,3700.0,1303.5121212552406,4822994.84864439
59,3700.0,1283.4461390309743,4748750.714414605
60,3700.0,1265.3867550291347,4681930.993607799
61,3700.0,1249.1333094274792,4621793.244881673
62,3700.0,1234.5052083859891,4567669.27102816
63,3700.0,1221.339917448648,4518957.694559998
64,3700.0,1209.491155605041,4475117.275738652
65,3700.0,1198.8272699457948,4435660.898799441
66,3700.0,1189.2297728524732,4400150.159554151
67,3700.0,1180.5920254684836,4368190.494233389
68,3700.0,1172.8180528228932,4339426.795444705
69,3700.0,1165.8214774418616,4313539.466534887
70,3700.0,1159.5245595989334,4290240.870516053
71,3700.0,1153.857333540298,4269272.134099103
72,3700.0,1148.756830087526,4250400.271323846
73,3700.0,1144.1663769800311,4233415.594826115
74,3700.0,1140.034969183286,4218129.385978158
75,3700.0,1136.3167021662152,4204371.798014997
76,3700.0,1132.9702618508516,4191989.9688481507
77,3700.0,1129.9584655670242,4180846.3225979893
78,3700.0,1127.2478489115797,4170817.0409728447
79,3700.0,1124.8082939216795,4161790.6875102143
80,3700.0,1122.6126944307694,4153666.9693938466
81,3700.0,1120.6366548889503,4146355.623089116
82,3700.0,1118.858219301313,4139775.4114148584
83,3700.0,1117.2576272724395,4133853.220908026
84,3700.0,1115.8170944464534,4128523.2494518775
85,3700.0,1114.520614903066,4123726.275141344
86,3700.0,1113.3537833140172,4119408.9982618634
87,3700.0,1112.3036348838732,4115523.4490703307
88,3700.0,1111.3585012967437,4112026.454797952
89,3700.0,1110.5078810683272,4108879.1599528105
90,3700.0,1109.7423228627522,4106046.594592183
91,3700.0,1109.0533204777348,4103497.285767619
92,3700.0,1108.4332183312192,4101202.907825511
93,3700.0,1107.8751263993552,4099137.967677614
94,3700.0,1107.3728436606775,4097279.521544507
95,3700.0,1106.9207891958677,4095606.9200247102
96,3700.0,1106.5139401775386,4094101.5786568928
97,3700.0,1106.1477760610426,4092746.7714258577
98,3700.0,1105.8182283561962,4091527.444917926
99,3700.0,1105.5216354218344,4090430.0510607874
100,3700.0,1105.2547017809088,4089442.3965893625
