step,p_values,n_values,R_values,f_values
0,3700.0,91550.0,338735000.0,3276.8556861146644
1,3700.0,82722.68556861147,306073936.60386246,3276.8556861146644
2,3700.0,74778.1025803618,276678979.54733866,3276.8556861146644
3,3700.0,67627.97789093708,250223518.1964672,3276.8556861146644
4,3700.0,61192.865670454834,226413602.98068288,3276.8556861146644
5,3700.0,55401.264672020814,204984679.286477,3276.8556861146644
6,3700.0,50188.8237734302,185698647.96169174,3276.8556861146644
7,3700.0,45497.62696469864,168341219.76938498,3276.8556861146644
8,3700.0,41275.54983684024,152719534.3963089,3276.8556861146644
9,3700.0,37475.68042176768,138660017.56054044,3276.8556861146644
10,3700.0,34055.79794820238,126006452.40834881,3276.8556861146644
11,3700.0,30977.903721993607,114618243.77137634,3276.8556861146644
12,3700.0,28207.79891840571,104368855.99810113,3276.8556861146644
13,3700.0,25714.704595176605,95144407.00215344,3276.8556861146644
14,3700.0,23470.91970427041,86842402.90580052,3276.8556861146644
15,3700.0,21451.51330245484,79370599.2190829,3276.8556861146644
16,3700.0,19634.047540820826,72645975.90103705,3276.8556861146644
17,3700.0,17998.328355350208,66593814.91479577,3276.8556861146644
18,3700.0,16526.181088426652,61146870.027178615,3276.8556861146644
19,3700.0,15201.248548195454,56244619.628323175,3276.8556861146644
20,3700.0,14008.809261987377,51832594.26935329,3276.8556861146644
21,3700.0,12935.613904400105,47861771.44628039,3276.8556861146644
22,3700.0,11969.73808257156,44288030.90551478,3276.8556861146644
23,3700.0,11100.449842925873,41071664.41882573,3276.8556861146644
24,3700.0,10318.09042724475,38176934.58080558,3276.8556861146644
25,3700.0,9613.96695313174,35571677.72658744,3276.8556861146644
26,3700.0,8980.255826430033,33226946.55779112,3276.8556861146644
27,3700.0,8409.915812398496,31116688.505874436,3276.8556861146644
28,3700.0,7896.609799770113,29217456.259149417,3276.8556861146644
29,3700.0,7434.634388404568,27508147.237096902,3276.8556861146644
30,3700.0,7018.856518175578,25969769.117249638,3276.8556861146644
31,3700.0,6644.656434969486,24585228.8093871,3276.8556861146644
32,3700.0,6307.876360084004,23339142.532310814,3276.8556861146644
33,3700.0,6004.77429268707,22217664.88294216,3276.8556861146644
34,3700.0,5731.982432029829,21208334.99851037,3276.8556861146644
35,3700.0,5486.469757438313,20299938.10252176,3276.8556861146644
36,3700.0,5265.508350305948,19482380.896132007,3276.8556861146644
37,3700.0,5066.643083886819,18746579.41038123,3276.8556861146644
38,3700.0,4887.664344109604,18084358.073205534,3276.8556861146644
39,3700.0,4726.58347831011,17488358.869747408,3276.8556861146644
40,3700.0,4581.6106990905655,16951959.586635094,3276.8556861146644
41,3700.0,4451.135197792975,16469200.23183401,3276.8556861146644
42,3700.0,4333.707246625144,16034716.812513033,3276.8556861146644
43,3700.0,4228.022090574096,15643681.735124156,3276.8556861146644
44,3700.0,4132.9054501281535,15291750.165474167,3276.8556861146644
45,3700.0,4047.3004737268047,14975011.752789177,3276.8556861146644
46,3700.0,3970.255994965591,14689947.181372687,3276.8556861146644
47,3700.0,3900.915964080498,14433389.067097843,3276.8556861146644
48,3700.0,3838.5099362839146,14202486.764250483,3276.8556861146644
49,3700.0,3782.3445112669897,13994674.691687861,3276.8556861146644
50,3700.0,3731.795628751757,13807643.8263815,3276.8556861146644
51,3700.0,3686.301634488048,13639316.047605777,3276.8556861146644
52,3700.0,3645.35703965071,13487821.046707626,3276.8556861146644
53,3700.0,3608.5069042971054,13351475.54589929,3276.8556861146644
54,3700.0,3575.341782478861,13228764.595171787,3276.8556861146644
55,3700.0,3545.4931728424417,13118324.739517035,3276.8556861146644
56,3700.0,3518.629424169664,13018928.869427757,3276.8556861146644
57,3700.0,3494.4520503641643,12929472.586347409,3276.8556861146644
58,3700.0,3472.6924139392145,12848961.931575093,3276.8556861146644
59,3700.0,3453.10874115676,12776502.342280012,3276.8556861146644
60,3700.0,3435.4834356525503,12711288.711914437,3276.8556861146644
61,3700.0,3419.6206606987616,12652596.444585418,3276.8556861146644
62,3700.0,3405.344163240352,12599773.403989302,3276.8556861146644
63,3700.0,3392.495315527783,12552232.667452797,3276.8556861146644
64,3700.0,3380.931352586472,12509446.004569946,3276.8556861146644
65,3700.0,3370.5237859392905,12470938.007975375,3276.8556861146644
66,3700.0,3361.156975956828,12436280.811040264,3276.8556861146644
67,3700.0,3352.7268469726114,12405089.333798662,3276.8556861146644
68,3700.0,3345.139730886817,12377017.004281223,3276.8556861146644
69,3700.0,3338.3113264096014,12351751.907715525,3276.8556861146644
70,3700.0,3332.1657623801075,12329013.320806397,3276.8556861146644
71,3700.0,3326.634754753564,12308548.592588186,3276.8556861146644
72,3700.0,3321.6568478896734,12290130.337191792,3276.8556861146644
73,3700.0,3317.176731712173,12273553.907335041,3276.8556861146644
74,3700.0,3313.144627152422,12258635.120463962,3276.8556861146644
75,3700.0,3309.5157330486463,12245208.212279992,3276.8556861146644
76,3700.0,3306.249728355248,12233123.994914418,3276.8556861146644
77,3700.0,3303.3103241311896,12222248.199285401,3276.8556861146644
78,3700.0,3300.664860329537,12212459.983219286,3276.8556861146644
79,3700.0,3298.28394290805,12203650.588759786,3276.8556861146644
80,3700.0,3296.141117228712,12195722.133746235,3276.8556861146644
81,3700.0,3294.2125741173068,12188586.524234034,3276.8556861146644
82,3700.0,3292.4768853170426,12182164.475673057,3276.8556861146644
83,3700.0,3290.914765396805,12176384.631968178,3276.8556861146644
84,3700.0,3289.5088574685906,12171182.772633785,3276.8556861146644
85,3700.0,3288.243540333198,12166501.099232832,3276.8556861146644
86,3700.0,3287.104754911345,12162287.593171977,3276.8556861146644
87,3700.0,3286.0798480316766,12158495.437717203,3276.8556861146644
88,3700.0,3285.1574318399757,12155082.49780791,3276.8556861146644
89,3700.0,3284.327257267444,12152010.851889543,3276.8556861146644
90,3700.0,3283.5801001521663,12149246.370563015,3276.8556861146644
91,3700.0,3282.907658748416,12146758.337369138,3276.8556861146644
92,3700.0,3282.302461485041,12144519.107494652,3276.8556861146644
93,3700.0,3281.757783948003,12142503.800607612,3276.8556861146644
94,3700.0,3281.267574164669,12140690.024409276,3276.8556861146644
95,3700.0,3280.826385359669,12139057.625830775,3276.8556861146644
96,3700.0,3280.4293154351685,12137588.467110123,3276.8556861146644
97,3700.0,3280.071952503118,12136266.224261537,3276.8556861146644
98,3700.0,3279.750325864273,12135076.205697808,3276.8556861146644
99,3700.0,3279.460861889312,12134005.188990455,3276.8556861146644
100,3488.258363376488,4170.936765956276,14549305.05696146,12194.21990255895
101,3221.953806042656,6094.789767964517,19637131.089923114,23409.466786038683
102,3221.953806042656,7826.257469771934,25215840.04180145,23409.466786038683
103,3221.953806042656,9384.578401398609,30236678.09849195,23409.466786038683
104,3221.953806042656,10787.067239862616,34755432.349513404,23409.466786038683
105,3221.953806042656,12049.307194480223,38822311.17543271,23409.466786038683
106,3221.953806042656,13185.323153636069,42482502.118760094,23409.466786038683
107,3221.953806042656,14207.73751687633,45776673.96775473,23409.466786038683
108,3221.953806042656,15127.910443792565,48741428.63184991,23409.466786038683
109,3221.953806042656,15956.066078017177,51409707.82953556,23409.466786038683
110,3221.953806042656,16701.406148819326,53811159.107452646,23409.466786038683
111,3221.953806042656,17372.21221254126,55972465.25757803,23409.466786038683
112,3221.953806042656,17975.937669891002,57917640.79269087,23409.466786038683
113,3221.953806042656,18519.29058150577,59668298.77429243,23409.466786038683
114,3221.953806042656,19008.308201959062,61243890.95773384,23409.466786038683
115,3065.7754579358466,20106.15922998193,61640969.52062891,29986.818482187766
116,2912.0139020466163,21741.78215826346,63312371.90013228,36462.38851279723
117,2880.5352170326228,23346.41327149378,67250165.61993565,37788.093290566656
118,2880.5352170326228,24790.58127340107,71410142.40874122,37788.093290566656
119,2880.5352170326228,26090.332475117626,75154121.51866624,37788.093290566656
120,2852.717501575953,27377.261094232454,78099591.86873135,38959.61866626592
121,2789.1601108763716,28803.164755846472,80336638.20400715,41636.29771037263
122,2782.432419844558,30114.811293746374,83792427.26122095,41919.63013484549
123,2782.432419844558,31295.293177856285,87077038.32660756,41919.63013484549
124,2684.8713989785037,32768.59890149631,87979473.97522587,46028.350414256594
125,2662.8234062502065,34187.42777041377,91035082.8665461,46956.88759067093
126,2662.8234062502065,35464.37375243949,94435364.51600134,46956.88759067093
127,2662.8234062502065,36613.625136262635,97495618.00051105,46956.88759067093
128,2662.8234062502065,37647.95138170347,100249846.1365698,46956.88759067093
129,2662.8234062502065,38578.84500260021,102728651.45902266,46956.88759067093
130,2662.8234062502065,39416.649261407285,104959576.24923024,46956.88759067093
131,2606.420474866463,40408.21044884001,105320787.06656954,49332.26113573449
132,2597.983660601512,41336.14662365802,107390633.5204919,49687.57219702014
133,2502.0767496233366,42575.19503045508,106526405.59638067,53726.63069162857
134,2428.0724957279467,44002.0028002098,106840052.7561335,56843.272728002295
135,2428.0724957279467,45286.12979298905,109958006.18832265,56843.272728002295
136,2428.0724957279467,46441.844086490375,112764164.27729286,56843.272728002295
137,2428.0724957279467,47481.98695064157,115289706.55736607,56843.272728002295
138,2428.0724957279467,48418.115528377646,117562694.60943197,56843.272728002295
139,2428.0724957279467,49260.63124834011,119608383.85629125,56843.272728002295
140,2428.0724957279467,50018.89539630633,121449504.17846462,56843.272728002295
141,2389.004458089939,50865.86568263613,121518779.88042176,58488.59825960435
142,2316.0867563507645,51935.22719874215,120286491.90307471,61559.48084369629
143,2272.943334815025,53079.34833621481,120646351.01712444,63376.4385734688
144,2272.943334815025,54109.05735994021,122986821.27939998,63376.4385734688
145,2272.943334815025,55035.79548129307,125093244.51544796,63376.4385734688
146,2272.943334815025,55869.85979051064,126989025.42789114,63376.4385734688
147,2272.943334815025,56620.51766880646,128695228.24909,63376.4385734688
148,2272.943334815025,57296.109759272695,130230810.78816898,63376.4385734688
149,2272.943334815025,57904.142640692306,131612835.07334006,63376.4385734688
150,2272.943334815025,58451.37223396995,132856656.92999403,63376.4385734688
151,2233.3308624559063,59110.70427324537,132013760.15494311,65044.692626724136
152,2186.4563589474324,59901.51209575115,130972042.03232165,67018.78249830323
153,2129.7961545254875,60851.859979533256,129602057.38013335,69404.99093357215
