step,p_values,n_values,R_values,f_values
0,3700.0,91550.0,338735000.0,48726.14802978176
1,3700.0,87267.61480297818,322890174.7710193,48726.14802978176
2,3700.0,83413.46812565853,308629832.0649366,48726.14802978176
3,3700.0,79944.73611607085,295795523.6294622,48726.14802978176
4,3700.0,76822.87730744194,284244646.0375352,48726.14802978176
5,3700.0,74013.20437967592,273848856.2048009,48726.14802978176
6,3700.0,71484.49874468651,264492645.3553401,48726.14802978176
7,3700.0,69208.66367319603,256072055.59082532,48726.14802978176
8,3700.0,67160.41210885461,248493524.80276206,48726.14802978176
9,3700.0,65316.98570094733,241672847.0935051,48726.14802978176
10,3700.0,63657.90193383077,235534237.15517384,48726.14802978176
11,3700.0,62164.726543425866,230009488.21067572,48726.14802978176
12,3700.0,60820.86869206146,225037214.1606274,48726.14802978176
13,3700.0,59611.396625833484,220562167.5155839,48726.14802978176
14,3700.0,58522.87176622831,216534625.53504473,48726.14802978176
15,3700.0,57543.19939258366,212909837.75255954,48726.14802978176
16,3700.0,56661.49425630347,209647528.74832284,48726.14802978176
17,3700.0,55867.9596336513,206711450.6445098,48726.14802978176
18,3700.0,55153.77847326435,204068980.3510781,48726.14802978176
19,3700.0,54511.01542891609,201690757.08698955,48726.14802978176
20,3700.0,53932.52868900266,199550356.14930984,48726.14802978176
21,3700.0,53411.89062308057,197623995.3053981,48726.14802978176
22,3700.0,52943.316363750695,195890270.54587758,48726.14802978176
23,3700.0,52521.5995303538,194329918.26230907,48726.14802978176
24,3700.0,52142.0543802966,192925601.2070974,48726.14802978176
25,3700.0,51800.46374524511,191661715.8574069,48726.14802978176
26,3700.0,51493.032173698775,190524219.04268548,48726.14802978176
27,3700.0,51216.34375930707,189500471.90943617,48726.14802978176
28,3700.0,50967.32418635454,188579099.4895118,48726.14802978176
29,3700.0,50743.206570697264,187749864.31157988,48726.14802978176
30,3700.0,50541.50071660571,187003552.65144113,48726.14802978176
31,3700.0,50359.965447923314,186331872.15731627,48726.14802978176
32,3700.0,50196.58370610916,185727359.7126039,48726.14802978176
33,3700.0,50049.54013847642,185183298.51236275,48726.14802978176
34,3700.0,49917.20092760695,184693643.4321457,48726.14802978176
35,3700.0,49798.09563782443,184252953.8599504,48726.14802978176
36,3700.0,49690.90087702016,183856333.2449746,48726.14802978176
37,3700.0,49594.42559229632,183499374.69149637,48726.14802978176
38,3700.0,49507.597836044864,183178111.993366,48726.14802978176
39,3700.0,49429.45285541855,182888975.56504864,48726.14802978176
40,3700.0,49359.12237285487,182628752.77956304,48726.14802978176
41,3700.0,49295.824938547565,182394552.27262598,48726.14802978176
42,3700.0,49238.85724767098,182183771.81638262,48726.14802978176
43,3700.0,49187.58632588206,181994069.40576363,48726.14802978176
44,3700.0,49141.44249627203,181823337.2362065,48726.14802978176
45,3700.0,49099.91304962301,181669678.28360513,48726.14802978176
46,3700.0,49062.53654763888,181531385.22626388,48726.14802978176
47,3700.0,49028.89769585317,181406921.47465673,48726.14802978176
48,3700.0,48998.62272924603,181294904.0982103,48726.14802978176
49,3700.0,48971.3752592996,181194088.45940852,48726.14802978176
50,3700.0,48946.85253634782,181103354.3844869,48726.14802978176
51,3700.0,48924.782085691215,181021693.7170575,48726.14802978176
52,3700.0,48904.91868010027,180948199.116371,48726.14802978176
53,3700.0,48887.04161506842,180882053.97575316,48726.14802978176
54,3700.0,48870.95225653975,180822523.34919706,48726.14802978176
55,3700.0,48856.47183386395,180768945.78529662,48726.14802978176
56,3700.0,48843.43945345573,180720725.97778618,48726.14802978176
57,3700.0,48831.71031108833,180677328.15102684,48726.14802978176
58,3700.0,48821.15408295768,180638270.1069434,48726.14802978176
59,3700.0,48811.65347764009,180603117.86726832,48726.14802978176
60,3700.0,48803.10293285426,180571480.85156074,48726.14802978176
61,3700.0,48795.40744254701,180543007.53742394,48726.14802978176
62,3700.0,48788.481501270486,180517381.5547008,48726.14802978176
63,3700.0,48782.24815412161,180494318.17024997,48726.14802978176
64,3700.0,48776.638141687625,180473561.1242442,48726.14802978176
65,3700.0,48771.589130497036,180454879.78283903,48726.14802978176
66,3700.0,48767.04502042551,180438066.5755744,48726.14802978176
67,3700.0,48762.955321361136,180422934.6890362,48726.14802978176
68,3700.0,48759.2745922032,180409315.99115184,48726.14802978176
69,3700.0,48755.96193596105,180397059.1630559,48726.14802978176
70,3700.0,48752.980545343125,180386028.01776958,48726.14802978176
71,3700.0,48750.29729378699,180376099.98701188,48726.14802978176
72,3700.0,48747.88236738647,180367164.75932994,48726.14802978176
73,3700.0,48745.708933625996,180359123.05441618,48726.14802978176
74,3700.0,48743.75284324157,180351885.5199938,48726.14802978176
75,3700.0,48741.99236189559,180345371.73901367,48726.14802978176
76,3700.0,48740.4079286842,180339509.33613154,48726.14802978176
77,3700.0,48738.98193879396,180334233.17353764,48726.14802978176
78,3700.0,48737.69854789274,180329484.62720314,48726.14802978176
79,3700.0,48736.54349608164,180325210.93550208,48726.14802978176
80,3700.0,48735.50394945165,180321364.61297113,48726.14802978176
81,3700.0,48734.56835748466,180317902.92269325,48726.14802978176
82,3700.0,48733.72632471437,180314787.40144318,48726.14802978176
83,3700.0,48732.96849522111,180311983.43231812,48726.14802978176
84,3700.0,48732.28644867717,180309459.86010554,48726.14802978176
85,3700.0,48731.67260678763,180307188.64511424,48726.14802978176
86,3700.0,48731.120149087044,180305144.55162206,48726.14802978176
87,3700.0,48730.62293715651,180303304.8674791,48726.14802978176
